RA_degrees,Dec_degrees
0.14825,-0.1875
0.852625,24.637555555555554
0.9759583333333334,-10.6995
1.238,1.1605277777777776
1.67975,15.966861111111111
1.8022500000000001,1.13275
2.9387499999999998,-0.7861666666666667
3.190875,-1.0894444444444444
4.318583333333333,14.644666666666666
6.809208333333333,0.48730555555555555
7.331,0.7206111111111111
7.5545833333333325,-0.5407222222222222
8.465833333333334,15.187305555555556
9.338916666666666,0.20686111111111113
9.555124999999999,13.764194444444444
9.905625,15.486305555555555
10.356416666666666,24.35938888888889
10.842208333333334,0.47880555555555554
10.932791666666667,-0.8989444444444444
11.778166666666666,0.13025
12.222083333333334,-9.076583333333334
12.23975,-0.5661944444444444
12.274916666666666,-0.6364166666666666
13.600708333333333,-1.0184444444444445
16.824583333333333,-9.224861111111112
19.323749999999997,1.0955833333333334
20.119,-8.608583333333334
20.254583333333336,-0.2520277777777778
20.459708333333335,1.217277777777778
20.498916666666666,-1.0285555555555554
20.837791666666664,-0.7638611111111111
21.327791666666666,-10.746722222222221
21.361416666666667,0.08013888888888888
21.948875,-10.077527777777778
22.32991666666667,-8.527194444444445
23.208291666666664,0.05011111111111111
25.417958333333335,-10.065305555555556
25.481375,0.9732222222222222
25.999125000000003,14.283444444444445
28.134625,-0.8257222222222222
29.8485,6.50325
30.71995833333333,-0.7332222222222222
31.82025,13.509611111111111
31.90854166666667,21.32036111111111
32.83262499999999,0.5337222222222222
33.6145,22.988833333333336
35.62470833333334,-0.8131944444444444
35.76845833333333,0.7503611111111111
38.035833333333336,0.6108611111111111
44.14425,-8.814944444444444
44.36625000000001,0.8261944444444445
46.653666666666666,5.515777777777778
47.00845833333333,0.7029444444444444
49.25141666666667,0.8589722222222222
50.15325,5.795583333333333
50.18175,5.706472222222223
51.17270833333333,-7.253833333333334
51.587625,18.34497222222222
52.51679166666667,5.247444444444445
54.266875,-0.2674722222222222
55.622125,-0.5732222222222222
57.89529166666667,1.078361111111111
58.10716666666667,10.857111111111111
61.23220833333333,-6.631444444444445
64.67162499999999,6.1386111111111115
72.89670833333332,-4.523666666666666
103.23604166666667,29.09975
112.701125,34.95827777777778
113.42195833333332,22.46636111111111
113.95970833333332,16.383055555555558
114.07075,45.75930555555556
114.08874999999999,39.123666666666665
114.523875,27.69688888888889
114.985,65.55033333333333
115.24083333333334,41.99236111111111
115.28879166666667,24.600805555555556
116.32929166666668,19.490333333333336
116.501125,28.624666666666666
116.65920833333334,40.06761111111111
116.79362499999999,24.990694444444447
117.01683333333334,21.868472222222223
117.151625,42.18125
117.28554166666666,28.728694444444443
117.60704166666667,48.79891666666666
117.72416666666666,9.794583333333334
118.11929166666667,28.096527777777776
118.12400000000001,29.26152777777778
118.36454166666667,18.213583333333332
119.04320833333334,23.965888888888887
119.54579166666666,26.165166666666664
119.60970833333333,11.823166666666667
119.62829166666667,16.06833333333333
119.71641666666667,20.50027777777778
119.97354166666666,43.6725
120.16916666666667,29.410527777777776
120.48495833333335,39.84547222222223
120.51324999999999,16.917444444444445
120.93800000000002,6.458222222222222
120.98870833333335,26.520333333333333
121.214375,7.128194444444444
121.70179166666665,6.095555555555555
121.75466666666668,7.6666388888888894
122.02525,29.609444444444446
122.06154166666666,11.822194444444444
123.09962499999999,7.068611111111111
123.4095,11.389222222222221
123.52804166666667,13.870000000000001
123.53295833333331,10.856194444444444
123.55462499999999,6.402416666666667
123.55612499999998,14.670166666666667
123.69020833333332,30.370722222222224
123.94445833333333,9.997972222222222
124.07208333333335,27.950305555555556
124.19758333333334,19.56813888888889
124.53104166666668,22.574333333333332
124.60141666666667,38.906527777777775
125.05716666666666,19.273666666666667
125.30775,53.798833333333334
125.36625,33.510333333333335
125.71420833333333,46.20894444444445
126.08645833333335,54.10477777777778
126.42170833333331,18.97244444444444
126.52270833333334,19.673722222222224
126.61145833333333,47.15325
126.99054166666666,9.160583333333333
127.15474999999999,33.20883333333334
127.50529166666666,21.55602777777778
127.59191666666666,6.921166666666667
127.60795833333334,19.783583333333336
127.61083333333333,20.67313888888889
127.85770833333333,7.195111111111111
128.40258333333333,-5.177027777777778
128.47845833333335,16.971361111111108
128.53383333333332,35.80322222222222
128.58304166666665,14.614611111111111
128.713125,7.669083333333334
128.72095833333333,11.556444444444445
128.85845833333335,15.73013888888889
128.92325,11.827666666666666
128.98370833333334,84.1841388888889
129.25083333333333,30.19736111111111
129.81275000000002,45.644416666666665
130.1003333333333,19.315361111111113
130.11054166666665,7.463805555555556
130.37550000000002,43.860194444444446
130.45625,25.555500000000002
130.45875,28.499000000000002
130.7327083333333,5.908833333333334
130.737,33.35677777777778
130.749125,22.958277777777777
130.88558333333333,18.76672222222222
130.92483333333334,42.067638888888894
131.70841666666666,8.248305555555556
132.40875,58.07072222222222
132.59900000000002,25.894861111111112
132.764,15.585111111111111
133.05320833333334,38.62272222222222
133.144,10.584916666666667
133.17350000000002,5.368694444444444
133.3567083333333,16.641555555555556
133.41095833333333,18.72375
133.45395833333333,44.49527777777778
134.32579166666665,24.08608333333333
134.38466666666665,20.661638888888888
134.72199999999998,1.37875
134.91379166666667,28.41225
134.97333333333333,9.395833333333332
135.04729166666667,-0.6017777777777777
135.093875,44.28369444444444
135.36783333333335,32.64263888888889
135.43420833333334,7.678472222222222
135.4507916666667,36.900749999999995
135.67620833333334,5.0841666666666665
135.97995833333334,32.85388888888889
136.98383333333334,4.940361111111112
137.22195833333333,33.15855555555555
137.35395833333334,37.46355555555556
137.53170833333334,52.27011111111111
137.88983333333334,8.855833333333333
138.03279166666667,18.78827777777778
138.14558333333332,12.838861111111111
138.295125,13.905472222222222
138.39845833333334,49.412416666666665
138.404125,3.810861111111111
138.49066666666667,24.926555555555556
138.5273333333333,6.548388888888889
138.68995833333332,11.742583333333332
139.39995833333336,25.769916666666667
139.61808333333335,32.35463888888889
139.65204166666666,36.64633333333333
139.81029166666667,21.804194444444445
139.84216666666666,8.105888888888888
140.33837499999998,8.87788888888889
140.380875,26.171166666666668
140.4935,34.62233333333334
140.68658333333335,7.9511111111111115
140.73383333333334,18.321833333333334
140.77208333333334,20.27611111111111
140.805625,5.166916666666667
140.986375,21.752833333333335
