gaia_source_id,sdssj_name_green
1552726648550845952,132449.56+473238.7
1473256353276268288,132510.13+344117.6
1449081906511341824,132559.81+263351.8
1475294504236728448,132621.11+370919.5
1449905406360689280,132656.29+282236.7
1441566602800672256,132703.69+210803.5
3745054629906435840,132717.82+153409.4
1449283696959404032,132728.66+272951.9
1469957406076142464,132755.57+333521.7
3731947798468299648,132819.87+091705.9
3711040142484453376,132840.74+002716.8
1441211018164437504,133016.10+200841.5
3637594071419783680,133034.11-022430.3
3740215301275451648,133101.12+140613.1
1475172419789707520,133103.87+372215.5
3744859775830626432,133109.16+152057.8
1552462039908584064,133123.61+482624.4
3746606109533334912,133251.10+180645.8
1500918687145246080,133308.95+410324.7
1468326246217275392,133401.21+310319.4
1441785268175750912,133410.16+210454.7
3725677455455070336,133438.60+085343.5
1471568976587821696,133458.05+342724.6
3725712571106775680,133551.86+091123.2
3726037511152087168,133632.59+095419.3
3742286441879709952,133644.21+153554.2
1472396015490580224,133826.39+362903.1
1672254695043465472,133916.33+660352.8
1441918068564738176,133956.14+220715.8
1501600349994246016,134033.62+430804.5
1443838949738154752,134217.04+234119.7
3742399034447760256,134301.57+161718.2
1503976742516038272,134346.21+463424.4
1500768230145357696,134444.01+423544.6
1559078522927056000,134522.48+514119.8
1458168747347421568,134554.03+322538.1
3725058774004955392,134605.10+083659.1
1470994378684887424,134630.99+342613.4
1244258489577949568,134704.14+165117.5
1471544821692221312,134716.69+365649.7
1672108593140547840,134745.48+655730.6
1248311839193688064,134908.23+193602.8
1451556043896628864,134911.42+274025.9
1245074705162923008,134923.88+182222.8
3728929879569077120,135023.64+135110.6
1450255459079728768,135030.20+252423.8
1497280334449562752,135037.83+402955.4
1510943450051792256,135046.18+505034.0
3720044867838756992,135057.54+050840.9
3713957005099262592,135111.97+043153.0
1245208978725311360,135114.36+190627.3
3665873334392080256,135124.90+040920.1
3720054282407081216,135155.17+052009.1
1497422072666733440,135258.92+412050.9
1458647172340793472,135355.53+332838.9
1501997067533823360,135400.44+423421.6
3657847517984536832,135443.78-022641.8
1246673390773876096,135502.82+191026.9
3664551583976564864,135534.06+021151.5
1457084422720512256,135547.23+311153.2
3657883183393088256,135549.44-020912.0
1251621399257438464,135636.17+231303.2
1495830078612241664,135647.49+373945.0
3657590163544608512,135653.70-024537.5
1251628924040286720,135703.12+232151.9
1561244118453446272,135758.32+541335.5
1243570912557703168,135823.85+160122.2
1245604046996832256,135928.00+180521.1
1657325143908685952,135948.83+542452.2
1457703825723998848,135956.23+325214.1
1483038841370904960,140015.31+355112.5
3721003500247562624,140024.89+074409.4
1247061557033870976,140325.57+202827.1
1246935830455394304,140347.23+193345.5
1247469334113579904,140350.01+213614.5
3659232009282406912,140411.94-014951.4
1499409195119022080,140431.60+435457.3
1483438857444798848,140527.10+363935.5
1260270162016591872,140623.94+272036.0
1259978035521340928,140659.80+264203.6
1260009062365193728,140856.82+265745.6
1257522340724779008,140904.58+251046.9
1482480495622676736,140950.69+353759.0
3647713250591673472,141046.21-011332.1
1511950946300446464,141055.93+513344.9
1484346366854872832,141105.47+373242.9
1661445529374309376,141111.54+614933.6
1484296820111910272,141126.97+370102.9
1252303375640188928,141137.02+202506.5
1485106747865508224,141144.61+375006.5
1508092416401080832,141210.09+485030.9
1226367919269813120,141250.40+122353.1
3666454121345090816,141324.15+015547.7
3668171141895302528,141421.39+043129.2
1227117068940809984,141459.12+133731.7
1504271922731474176,141511.33+425447.6
1511782656597713280,141515.26+514128.2
1258798839364830976,141635.29+251249.0
1226909806704081664,141644.31+132749.5
1252849691185242112,141736.15+213002.4
1607811768785148800,141754.26+514132.0
1226863043099907072,141818.66+131130.0
1228452288373216768,141835.76+135704.1
1260621795283917952,141918.80+282343.1
3669828591250195200,141921.83+052922.4
1176599899828134272,142027.70+085514.3
1504813917541620480,142031.96+440929.2
1284772190231124096,142058.67+293948.2
3653562137055979648,142112.42-004822.5
1504966401763674240,142151.04+450739.0
1479792705088629888,142206.57+340949.2
1491082043806044416,142343.06+402613.1
1175991423221170048,142510.85+092131.1
1254804657218572416,142534.19+242030.2
3668207941175499136,142535.13+024730.7
1283643855078116480,142704.39+281735.8
1494362849064528000,142811.99+443439.7
1492569515536029440,142951.79+432005.8
1172164164979043328,142955.86+064252.9
1179161731856621184,143011.48+120630.6
1227420976531891712,143100.09+131545.1
1239178402259554176,143134.86+190643.7
1280267800330140800,143221.74+265638.4
1228022001370295424,143358.78+143350.8
1611022926853044992,143525.61+573008.9
1488394150192793472,143533.00+410548.5
1493074977351063040,143606.19+430949.8
1486266698272654976,143608.42+362232.8
1667092689814293888,143646.43+633218.1
1493409920376790528,143843.50+440429.5
3649003458767686272,144104.98-013824.4
3651396923782405760,144150.90-002424.3
1186492996216957312,144400.88+153305.5
1591984775642579456,144417.22+504434.3
3655450273398164736,144428.79+021430.6
1158766233542262528,144448.40+043944.2
1489629348427737344,144453.14+410733.5
1241573958924123264,144458.41+222158.2
1178721373154263936,144519.61+123356.3
1186485505794293504,144716.38+155425.8
1186580441751170688,144756.24+160044.5
1294301279551540096,144811.03+361726.4
1237927226747144960,144837.49+193001.2
1293095149656051456,144838.92+353526.6
1157973382580163072,144841.80+042844.5
1157537666737315712,144845.39+031059.4
1488493759074482816,144921.01+392105.7
3650396574360590208,144923.37-011732.8
1188208990271045248,144943.89+170901.0
3650410043377036160,144958.04-010308.5
1237106849338567936,145055.11+191116.0
1586809546209743360,145127.32+453518.1
1236409552808289152,145151.32+180635.9
3650818997278675968,145229.19-004134.5
1266568336419783296,145248.14+250206.5
1236905020238745472,145303.72+190320.3
1617566322412036864,145318.82+600421.1
1282383810457327616,145327.27+305714.4
1594087729070298752,145335.38+525112.4
1181549866816741248,145426.50+123836.5
1613460711634374656,145459.75+563807.2
3651168951213404672,145506.01+002239.1
1188363059337704960,145506.60+175254.1
1619353647287064832,145512.68+614101.1
1266191715031828480,145544.60+241751.3
1489217237725476736,145559.74+413638.8
1263000661706031488,145610.21+225837.5
1263098999277369088,145725.86+234125.4
1296569778198024192,145737.08+393322.0
1592533195722819712,145738.62+502056.0
1587278625358289408,145801.88+462308.1
1154938386890187264,145933.45+033310.1
1261143788430039424,150020.19+203642.3
1153861144667879040,150051.84+022656.1
1267981067127062784,150121.32+254734.3
1269910228997276160,150138.99+290250.2
1593929124517851520,150149.29+523837.2
1585415537264704512,150243.83+425240.9
6339695913027878144,150245.71-022454.7
1612549800611153152,150430.04+561603.7
1160683094630820224,150512.88+072826.6
1600430536772714368,150531.03+552314.0
1183360728108222464,150634.03+134016.8
1589080724915456896,150704.71+482919.1
1262031644069070592,150711.05+222950.4
1615767074713058432,150713.80+595402.6
1168483790323771392,150738.22+104610.4
1211873229279489536,150741.36+182406.8
1265300354699345664,150951.11+261607.5
1265395668613683712,151049.97+262132.7
1392141149950895488,151105.33+410456.1
1391622665794603648,151144.60+385910.7
1393543920629447168,151247.64+433645.3
1163460254840532608,151327.58+072535.2
1392478498156843136,151333.77+412747.5
1278288129644127104,151341.20+325531.5
1276457275282531712,151420.68+313246.5
1156253471516549760,151448.38+052625.3
1167393414091302016,151511.75+095102.3
1598833603508317824,151542.92+520145.6
4421482120413974656,151557.58+013743.4
1208517279274129152,151628.79+170326.2
1208117091400778880,151652.39+160331.8
1271574825182908032,151803.49+273601.9
1290906228163751296,151814.86+350047.9
1278814795713443328,151824.49+340257.1
1156203894709364480,151838.98+051820.6
1167215361926640384,151901.90+092825.6
1270321721224040704,151909.78+254218.1
1290888945215287552,151918.53+345146.2
4420780357117300736,152037.20+013637.3
1163251244551288448,152049.36+071152.3
4415536270769458560,152132.17-012010.3
1389123712087375872,152205.81+400720.9
1614690824627462528,152218.79+582629.3
4420820661091538688,152323.20+020208.9
1208775252191294464,152326.66+175821.0
1395676320352275200,152352.14+460216.4
1395584717289458432,152410.66+453657.2
1395886773749683328,152413.81+464222.7
1394796745409803136,152434.12+444956.2
1390849704825909120,152453.84+414703.0
1388969265063607680,152500.47+395856.3
1277635328975128064,152504.52+322511.3
1278620426969659264,152508.78+335013.0
1278713915528483200,152523.34+343129.4
1394806812813329536,152525.47+450706.5
4420920755304390656,152622.47+013440.5
1603072388336485248,152730.88+584109.6
1210902635390093824,152748.12+203617.0
4428719209027996800,152826.69+054504.6
1601134705251117184,152902.98+552536.9
1220827892494231424,152940.94+230231.2
1277554141209534720,153028.07+324322.0
1394670408948018944,153059.26+451200.5
1273534086178145024,153106.63+292137.8
1596123406129561344,153107.09+522200.5
1375361056322421632,153241.47+361617.4
1389491979762897536,153303.83+395818.2
1221408572072772352,153443.83+243144.3
1193670131382835968,153507.50+130533.9
4417693031546403584,153532.91+011016.1
1166096780643912576,153554.81+105323.7
